Author,Ulasan,cleaned_text,sentiment,confidence
@JAKA-he5hw,"Mantap pak gipran,, itu yg kami cri, ❤❤❤",mantap gipran cri,Netral,0.35635906457901
@elinchanel1989,"Masuk akal.dan mudah di pahami,, 02 oke",masuk akaldan mudah paham oke,Netral,0.4129040837287903
@user-ce9ol1or3o,Mantap pilih gibran..,mantap pilih gibran,Positif,0.36441585421562195
@user-wg3ce1vk8o,✌️ ....,,Netral,1.0
@user-fc1fq1xf4e,❤,,Netral,1.0
@innafofal2041,MENYELENGGARAKAN PAAA,selenggara paaa,Netral,0.3427630662918091
@user-vo7dv5yo6b,apa sih slepet 😅😅😅😅😅,sih slepet,Netral,0.37214726209640503
@trisbono4672,"SELEPET,,GUSDUR AJA KETUA UMUM NYA DI SELEPET,,😂<br>APA LAGI INI RAKYAT KECIL YG GK PUNYA PARTAI BUKAN KETUM PARTAI,,DI SELEPETTTTT..😂",selepetgusdur aja ketua nya selepetbrapa rakyat partai tum partaidi selepettttt,Positif,0.37302166223526
@wani_ra3203,"Cawapres No. 1 cocook sih kalau ngelawak dan jadi dagelan,. Kata&quot;nya banyak buat ketawa😂😂",cawapres cocook sih ngelawak dagel kataquotnya ketawa,Netral,0.3593307435512543
@ricardoskoesuma5320,"no 1 pengen bangun 40 kota kyk jakarta tapi pajak mau dikurangin , dana desa mau di bikin 5M hadeh ngmg yg realistis aja lah",ken bangun kota kyk jakarta pajak rangin dana desa bikin hadeh ngmg realistis aja,Negatif,0.39224153757095337
@madurapakes6589,Nomer 1 kurang berbobot,nomer bobot,Negatif,0.33863112330436707
@user-qn5cz7rw3y,"Statement cak imin, &quot;kita naikkan pajak untuk yang kaya, kita turunkan pajak untuk yang menengah kebawah&quot;. Kan memang sudah seperti itu pak, jadi apalagi yang mau dirubah.",statement cak imin quotkita naik pajak kaya turun pajak tengah kebawahquot rubah,Negatif,0.34734150767326355
@orions6373,terlalu slepat slepet jadi bingung cak imin,slepat slepet bingung cak imin,Netral,0.36921846866607666
@user-qn5cz7rw3y,"​@@orions6373penjelasan dari cak imin mengawang-awang, penuh dengan andai-andai yang dioptimiskan. Pak Gibran anak muda yang mengebu-gebu yang sedikit banyaknya paham dengan bagaimana kondisi global sekarang Dan selalu dengan gerakan Dan tutur katanya yang berusaha memdekatkan diri pada kaum muda. Pak mahfud, orang yang sudah paham betul bagaimana problem dilapangan hampir dari seluruh sektor namun tidak bisa memberikan solusi yang out of the box.",cak imin mengawangawang penuh andaiandai optimis gibran anak muda mengebugebu banyak paham kondisi global gera usaha memdekatkan kaum muda mahfud orang paham problem lapang sektor solusi out the box,Positif,0.3731094002723694
@stephanus_kw12345,"Apanya dari dulu seperti itu? Kurang Tegas bro kalau skrg, banyak tuh yang pengusaha sekelas Pabrik lhoo yang gak menerapkan UMR.",apa bro skrg tuh usaha kelas pabrik lhoo gak terap umr,Positif,0.36349862813949585
@user-qn5cz7rw3y,@@stephanus_kw12345 baca point yang saya tuju. Pajak.,baca point tuju pajak,Negatif,0.36772364377975464
@jeffrisaputra5390,Saya GK butuh janji. Saya hanya butuh bukti kerja.. Khususnya bantuan itu mendarat sesuai dengan data..,butuh janji butuh bukti kerja bantu darat sesuai data,Positif,0.3429953157901764
@sembara-4659,Mengingkari ucapakan sendiri jg hrs di slepet pak..😂😂,ingkar ucapakan hrs slepet,Netral,0.3694113492965698
@mariajoanitha5014,"Setelah melihat debat cawapres akhirnya nemu sesuatu, ternyata no 1 manis banget ngomongnya dari capres sama cawapresnya seakan dibuai manis banget, no 2 to the point gakbbutuh bertele2 dan janji manis, no 3 capresnya banyak cerita tentang diri sendiri cawapresnya tegas. Intinya kayak ngelihat perang antara gimanabyangvtua merasa berpengalaman dan berusaha menjatuhkan yang muda tapi ternyata jiwa muda lebih menggelegar...duuuuar kalaaah telak deh",debat cawapres nemu manis banget ngomongnya capres cawapresnya akan buai manis banget the point gakbbutuh tele janji manis capresnya cerita cawapresnya inti kayak ngelihat perang gimanabyangvtua alam usaha jatuh muda jiwa muda menggelegarduuuuar kalaaah telak deh,Negatif,0.3549608588218689
@DhedheIkoen-mz7sx,"sekarang saya mulai yakin generasi muda pun bisa,menata membangun Indonesia lebih maju.sekarang pun kita mulai yakin ke Paslon no 2.semangat kita kawal pemilu tahun 2024.agar tetap aman tentram.",generasi muda bisamenata bangun indonesia majusekarang paslon semangat kawal milu aman tentram,Netral,0.36325880885124207
@zfrolm8815,Utang 500 ribu jadi 240 juta siapa iya kasian banget😢,utang ribu juta iya kasi banget,Negatif,0.3555819094181061
@wizhesb4490,"Dana desa 5 milyar, luar biasa gedabruse. 🤣",dana desa milyar gedabruse,Netral,0.3506288230419159
@gagun5844,❤,,Netral,1.0
@ano1533,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h46m00s"">1:46:00</a> ada yang bicara &quot;sudah&quot; 😮😮😮",href bicara quotsudahquot,Negatif,0.3499477803707123
@ano1533,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h46m00s"">1:46:00</a> ada yang bicara sudah... dengarkan baik-baik.",href bicara dengar baikbaik,Netral,0.45029833912849426
@kamaludin8285,❤❤❤,,Netral,1.0
@ZaNabil,Pokoe tetap nomer siji .....,pokoe nomer siji,Netral,0.38785383105278015
@rezanadesian6652,"Sy saja dikhianati”, Gus Dur",khianat gus dur,Positif,0.42690956592559814
@gustiekaputra5360,Tumben pak anis salah pilih wakil,tumben anis salah pilih wakil,Netral,0.35809075832366943
@ano1533,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h46m00s"">1:46:00</a>",href,Negatif,0.47355183959007263
@stanislayan9781,"TIDAK USAH RAGUKAN KEMAMPUAN ANAK MUDA GIBRAN RR WALI KOTA SOLA KARENA P3NPILANAK MUDA GIBRAN PADA DEBAT CAWAPRES TGL 22 DESBER  SANGAT MEMUKAI &amp; MENYUNKIRBALIKAN  FREMING2 JAHAT PARA PENYINYIR &gt; &gt; &gt; . SALUT &amp; BRAVO ANAK   MUDA GIBRAN RR WALI KOTA SOLO &gt; &gt; DAN KEPADA KELOMPOK TUA2, AKI2 , YANG SOMBONG, ANGKUH, TAMAK , YANG  KEBESARAN SYAWAT POLITIK &gt; BUKA MATA &amp; SIMAK PENAMPILAN MEMUKAU  ANAK. MUDA GIBRAN YANG MEMILIKI KEMAMPUAN  DEBAT YANG  JAUH &amp; JAUH  LEBIH MAMPU DIATAS KELOMPOK TUA2,, AKI 2 &gt; PRODUSER NYINYIR.. &gt; &gt; BUKTI ANAK MUDA GINRAN YAN MAMPU TAMPIL MEMUKAU DI DEBAT CAWAPRES, KIRANYA SEBAGAI  SUMBAT MENUTUP MULUT ORANG 2 SOMBONG, , ANGKUH, YANG KEBESARAN SYAWAT POLITIK  AGAR SADAR &amp; TOBAT MENGOBRAL ANGGAP REMEH ANAK. MUDA GIBRAN RR, WALI KOTA SOLO.&gt; &gt; MESTINYA KELOMOOK TUA, AKI2 YANG KEBESARAN SYAWAT POLITIK MAU SADAR TAU DIRI UTK MENGHARGAI ANAK  MUDA UTK TAMPIL DIPANGGUNG PUBLIK &amp; POLITIK NASIONAL SEBAGAI PROSES REGENERASI PEMIMPIN 2 ANAK MUDA YANG SIAP TAMPIL  SEBAGAI PIMPINAN NASIONAL. SALAM 2 JARI &gt; BRAVO ANAK MUDA GIBRAN RR.",ragu mampu anak muda gibran wali kota sola pnpilanak muda gibran debat cawapres tgl desber muka amp menyunkirbalikan freming jahat nyinyir salut amp bravo anak muda gibran wali kota solo kelompok tua aki sombong angkuh tamak besar syawat politik buka mata amp simak tampil pukau anak muda gibran milik mampu debat amp atas kelompok tua aki produser nyinyir bukti anak muda ginran yan tampil pukau debat cawapres sumbat tutup mulut orang sombong angkuh besar syawat politik sadar amp tobat obral anggap remeh anak muda gibran wali kota sologt mesti kelomook tua aki besar syawat politik sadar tau utk harga anak muda utk tampil panggung publik amp politik nasional proses regenerasi pimpin anak muda tampil pimpin nasional salam jari bravo anak muda gibran,Negatif,0.4005306363105774
@vidhaherlya7759,Belajar dri pasangan no 2 g banyak muluk2 langsung jelas dan padat paham visi misi...❤,ajar dri pasang muluk langsung padat paham visi misi,Netral,0.44846636056900024
@aquariusshally7922,"Gibran satu kata , WOW 👍",gibran wow,Netral,0.384650856256485
@triyantoyanto2803,Yg lebih penting adalah kasih hukuman yg berat bagi koruptor2 rakus. Slama ini blom ada yg mampu ksih hukuman berat bagi koruptor,kasih hukum berat koruptor rakus slama blom ksih hukum berat koruptor,Positif,0.4389183223247528
@alkhoeriyah,"SGIE........ bacanya SGIE...,hahaha",sgie baca sgiehahaha,Positif,0.3923187553882599
@idabagusmadesuryawijaya4268,"Harusnya timses gak usah diundang debat gini, sumpah kyk nonton bola",timses gak undang debat gin sumpah kyk nonton bola,Netral,0.3942580223083496
@maryantostroom1748,Mantab pak gibran .<br><br>Saya percaya d balik sifat pendiamnya pasti ada sesuatu yg luar biasa .<br><br>Gak salah tetep yakin k pak gibran ❤❤❤❤,mantab gibran brbrsaya percaya sifat diam brbrgak salah tetep gibran,Netral,0.39136213064193726
@divialestari9402,"Cak imin paham masalah, paham solusi 👍👍👍",cak imin paham paham solusi,Positif,0.4219198226928711
@Galaxia457,gw aneh sendiri berharap ada capres yang janji nya itu koruptor dihukum mati,aneh harap capres janji nya koruptor hukum mati,Negatif,0.37850067019462585
@siskadearniajijahpurba,"Wkwkkw susah mbak, kena pasal HAM nanti 😂😂",wkwkkw susah mbak kena pasal ham,Netral,0.37861788272857666
@sunflowerchannel2492,"Sama sih, tapi ya susah... Tapi pokoknya gue berharap hukuman koruptor berat lebih ditegakkan lagi",sih susah pokok gue harap hukum koruptor berat tegak,Netral,0.3519010841846466
@Ghacok,"Debat kok pakai baju adat, ,",debat pakai baju adat,Netral,0.3794720768928528
@user-dx5sp9rl3w,cloning mas Joko versi 2024 . gaya nya buat or troma . AMIN FOR INDO,cloning mas joko versi gaya nya troma amin for indo,Netral,0.37501204013824463
@user-pf9yq3ss7r,"Salut sama mas gibran,wawasanya luas melebihi senior 🎉🎉🎉",salut mas gibranwawasanya luas lebih senior,Netral,0.3928564488887787
@user-gp1yn4xt5s,Itu nama nya bukan memberantas pinjol .  Cawapres no 3 inti nya bilang untuk menangkap yang meminjam karena ga bayar 😂😂😂. Ngakak. Kayak nya lebih enak baca komentar di Instagram lebih gor 😂😂😂,nama nya berantas pinjol cawapres inti nya bilang tangkap pinjam bayar ngakak kayak nya enak baca komentar instagram gor,Netral,0.3639923334121704
@singgihcahyowibowo1405,Harusnya dulu bgini debat cawapres nya saya yakin kai kai terdiam dan kita perjelas kualitas nya😅,bgini debat cawapres nya kai kai diam jelas kualitas nya,Positif,0.4014433026313782
@lih1117,Misi 3 periode monggo,misi periode monggo,Negatif,0.38946446776390076
@Nora_meow99,Yang komentar orang no2 semua,komentar orang,Netral,0.3468412756919861
@kripiksingkong2842,Gibran 🎉🎉🎉,gibran,Netral,0.36042821407318115
@ritchiemalonda6140,"Min cak imin.. sok2an sll bilang gibran g bs ngomong , bodo dll, lah anda menyampaikan visi misi aja ngerpek kertas di meja.. gayamu boss boss.. ternyata sama spt capresmu. Pinter ngomong tok padahal kosong 😂",min cak imin sok sll bilang gibran ngomong bodo dll visi misi aja ngerpek kertas meja gaya boss boss spt capresmu pinter ngomong tok kosong,Positif,0.3843558132648468
@misisseres2120,Anak muda yang berkualitas mas gibran 👍,anak muda kualitas mas gibran,Netral,0.36989259719848633
@indahsundari9837,Bismillah 02,bismillah,Netral,0.37366917729377747
@minggusama5388,Prabowo Gibran,prabowo gibran,Positif,0.43251389265060425
@user-qv8bk1lj1m,Belum2 uda mau naikin pajak pak gibran. 😂,uda naikin pajak gibran,Netral,0.3789042532444
@hestiainunqomariyah7289,diphami lagi dong kak,diphami kak,Negatif,0.3752243220806122
@user-dx5sp9rl3w,blimbing sayur asam sulfat . istilah singkatan dibuat sendiri 😢😢😢 palak Teleng.,blimbing sayur asam sulfat istilah singkat palak teleng,Negatif,0.3794652819633484
@MaezaraAngelaID,Prabowo Gibran 🔥,prabowo gibran,Positif,0.43251389265060425
@mislankurnia,Gibran slepet 2 cawapress wkwk<br>Apalagi muhaimin skakmat bgt 😅,gibran slepet cawapress wkwkbrapalagi muhaimin skakmat bgt,Netral,0.3851873278617859
@normayuza2408,AMINAJADULU,aminajadulu,Negatif,0.38119471073150635
@normayuza2408,😊 banyak Buzzer keliaran,buzzer keliar,Netral,0.3434028625488281
@benijaparudu9630,Prabowo,prabowo,Positif,0.3501608669757843
@mamahniyanchanell1754,"Preet imin, pernah jd BNP2 tki,sama skali ga ada perubahan yg ada sell d persulit,ktkln dll,sblm pak Beni ya,semrawut ttp d bandara nya,tdk ada hasil dn ga sprt pak beni skrng bnyak yg mngenal beliau karna mndengr kn keluhan TKI ,",preet imin bnp tkisama skali ubah sell persulitktkln dllsblm beni yasemrawut ttp bandara nyatdk hasil sprt beni skrng bnyak mngenal beliau karna mndengr keluh tki,Netral,0.3594891428947449
@escendol709,SIAPA PUN YG MENANG DALAM DEBAT SE INDONESIA TETAP PILIHAN NYA NO 1,menang debat indonesia pilih nya,Netral,0.39020687341690063
@idabagusyogavidya3325,"Harusnya depat Capres kemarin kualitasnya seperti depat cawapres sekarang. Pemaparan visi misi jelas dan berbobot, masing-masing juga berfokus menjelaskan visi misinya. Pertanyaan antar paslon pun tidak ada yang kesannya menjatuhkan.",depat capres kemarin kualitas depat cawapres papar visi misi bobot masingmasing fokus visi misi paslon kesan jatuh,Negatif,0.3780391812324524
@planetmusik_90,Pemilih Milenial selalu siap berada di belakang untuk merapatkan barisan antarkan Prabowo - Gibran untuk Indonesia...❤❤❤,pilih milenial rapat baris antar prabowo gibran indonesia,Netral,0.35629093647003174
@ekocahbagus1006,❤ Prabowo gibran ❤,prabowo gibran,Positif,0.43251389265060425
@Neocntra97,Cak imin👍👍👍😂😂😂😂,cak imin,Netral,0.3597210645675659
@user-sz8ws9cp3o,All in Prabowo Gibran 🎉🎉,all prabowo gibran,Negatif,0.3521614670753479
@sujiono1292,Prabowo gibran,prabowo gibran,Positif,0.43251389265060425
@arnoldharahap3226,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=49m23s"">49:23</a> Omnibuslaw kata cak Imin....",href omnibuslaw cak imin,Netral,0.4189915955066681
@receh1935,Prabowo harga mati,prabowo harga mati,Netral,0.35864225029945374
@mirzaalfarizi8185,GEMOY PRABOWO GIBRAN ❤❤❤❤,gemoy prabowo gibran,Positif,0.39297324419021606
@user-wm2de5jn9p,"Muhaimin di skak mulu sama Gibran😅. Tp memang dr awal muhaimin bernafsu untuk menjadi cawapres... Dulu dukung prabowo, tapi setelah sdh tau bahwa dia bkn pilihan nya prabowo untuk mendampingi nya. Lalu pindah haluan ke anies. Seperti ikut meresmikan ikn. tp skrng ibarat habis meludah tapi kembali di jilat lagi. 😅😅",muhaimin skak mulu gibran muhaimin nafsu cawapres dukung prabowo sdh tau bkn pilih nya prabowo damping nya pindah haluan anies resmi ikn skrng habis ludah jilat,Netral,0.40287989377975464
@sofysofylampung73,Saya di Taiwan ttp milih PK Prabowo dan ms Gibran 🥰,taiwan ttp milih prabowo gibran,Netral,0.47456488013267517
@Neocntra97,Beda kelasnya mahfud..👍👍👍,beda kelas mahfud,Negatif,0.3950660824775696
@evha8257,Setau aku sepakat Pmi taiwan 90% pilih ✌🏻,tau sepakat pmi taiwan pilih,Negatif,0.3762354850769043
@gazalirahman6875,Klian memang hebat para buzzer😅😅😅,klian hebat buzzer,Netral,0.335035115480423
@user-pb6zr9gy9u,1,,Netral,1.0
@Neocntra97,Mauh nanya cak imin profesor????,mauh nanya cak imin profesor,Positif,0.37479379773139954
@user-pb6zr9gy9u,1,,Netral,1.0
@Rumi-1067.,Yg ditanya dananya dari mana utk infrastruktur jawabnya kemana mana😂😂😂,dana utk infrastruktur mana,Netral,0.41255009174346924
@nurhidayahheryanto9642,tes,tes,Negatif,0.4944307506084442
@fykarchannel3714,"Saya merinding mendengar jawaban dari mas Gibran,,semua nya jelas,,tak seperti cawapres lainnya<br>Itu lha mas Gibran diam tapi pasti,,Prabowo Gibran,,harapan kedepan✊✊",merinding dengar mas gibransemua nya jelastak cawapres lainnyabritu lha mas gibran diam pastiprabowo gibranharapan depan,Positif,0.3548244535923004
@rindyesenerwe5811,"Bismillah, semakin yakin pilih Prabowo Gibran",bismillah pilih prabowo gibran,Netral,0.4038081169128418
@user-fq3pv9xd4v,"sebagai anak mudah, pilihan hati nurani saya mendkung pasangan nomor 2.",anak mudah pilih hati nurani mendkung pasang nomor,Positif,0.34606796503067017
@Sarinah19,"Kesimpula<br>1, Bagi2 anggaran   APBN<br>2, Pembangunan IKN, infrastruktur, digital<br>3, Pemberantasan korupsi",kesimpulabr anggar apbnbr bangun ikn infrastruktur digitalbr berantas korupsi,Positif,0.40286627411842346
@setyaagung122,pk prbowo suruh mencari pasangan istri supaya lbih sempurna .,prbowo suruh cari pasang istri lbih sempurna,Netral,0.36739620566368103
@marrklee,MASS GIBRAN GENERASI Z YAAA KERENNNN,mass gibran generasi yaaa kerennnn,Netral,0.37389546632766724
@ajengid,Bismillah makin yakin 02✌,bismillah,Netral,0.37366917729377747
@gcomp_id1886,Paparan Gibran tidak bertele-tele,papar gibran berteletele,Netral,0.3713375926017761
@theofanifani78,SI  IMIN  JAWABNYA   KABUR...HALUSINASI....MIN IMIN....KWALITASMU   JAUH  DARI  STANDAR....,imin kaburhalusinasimin iminkwalitasmu standar,Netral,0.37804773449897766
@ahmadbagassaputra724,"Luar biasa gibran benar2 diluar dugaan, saya yang biasa liat beliau di solo cengengesan suka bercanda tpi saat mode serius kek liat pak jokowi versi milenial 😂",gibran luar duga liat beliau solo cengengesan suka canda tpi mode serius kek liat jokowi versi milenial,Netral,0.3998887240886688
@rinabidan3781,Mantap suka debat cawapres... Semangat mas gibran 🙏,mantap suka debat cawapres semangat mas gibran,Positif,0.34780335426330566
@nurulazharrr78,"gw liat gibran malah terharu sendiri asli. pak jokowi, bapak sungguh bangga dan beruntung punya anak seperti mas gibran. semoga indonesia bisa menjadi indonesia emas, ditangan anak muda seperti kamu ya mas gibran. aamiin",liat gibran haru asli jokowi sungguh bangga untung anak mas gibran moga indonesia indonesia emas tang anak muda mas gibran aamiin,Netral,0.405769020318985
@dimasalpa876,mahfud md juga cerdas,mahfud cerdas,Negatif,0.3916214406490326
@ganisoktalia2283,Pilihh nomer 2 ya kk cantik❤❤,pilihh nomer cantik,Positif,0.3373764753341675
@evilgeniuz1115,aku milih kamu aja kakk❤❤😅,milih aja kakk,Netral,0.4018668234348297
@HermanManto-ex7mt,Smga yg terpilih nanti p Prabowo/p Ganjar. ..amiin,smga pilih prabowop ganjar amiin,Positif,0.36630555987358093
@nusmalioy370,Gibran kita harus akui anak muda yang hebat,gibran aku anak muda hebat,Netral,0.41941720247268677
@o.oearly,pak mahfud mirip tmn sy pas sy lg presentasi,mahfud tmn pas presentasi,Netral,0.3747180104255676
@ronihardiyanto8433,Hanya Sarimin yg dikit2 lihat catetan waktu pembukaan.<br><br>Sedangkan saat penutupan hny gibran yg tdk melihat catetan sama sekali.,sarimin dikit lihat catetan pembukaanbrbrsedangkan tutup hny gibran tdk catetan,Netral,0.38285985589027405
@dendanurm2941,Gak pantes Mahfud jadi wacapres,gak pantes mahfud wacapres,Netral,0.3869224786758423
@arisnugraha5442,Klo indonesia di pimpin sma paslon 1 &amp; 3 jdi ap negara ini huffff...<br> PRABOWO GIBARAN ALL INNN,klo indonesia pimpin sma paslon amp jdi negara huffffbr prabowo gibaran all innn,Negatif,0.3832046091556549
@muh.syahrul123,Pajak pajak pajak 😅,pajak pajak pajak,Netral,0.40594059228897095
@tukanginsinyur7706,Demi kemajuan anak muda semangat prabowo gibran,maju anak muda semangat prabowo gibran,Netral,0.3993332087993622
@cindywulandari3988,"Ini paslon 1 banyak ngibulnya,ditanya metode jawabnya regulasi, ya regulasi apa pakkk😂 anak sma juga bisa jawab gitu aja😂",paslon ngibulnyaditanya metode regulasi regulasi pakkk anak sma gitu aja,Positif,0.38751593232154846
@syavii_cr7,"mau pakek strategi apapun, para capres no 1 dn 3, pasti bkalan klah juga sma ORDAL, gua yakin, psti ORDAL yg bklan menang..!!! 😂",pakek strategi apa capres bkalan klah sma ordal gua psti ordal bklan menang,Netral,0.36036133766174316
@citramarhayani3568,Bagi yg paham berdoa di lakukan dgn khusyuk dan sembunyi2 ❤ Ganjar Mahfud menang 1 putaran 🤟🤟🤟,paham doa laku dgn khusyuk sembunyi ganjar mahfud menang putar,Negatif,0.4096963405609131
@tonyaprianus6589,Gubran menonjol karena nyentil kekurangan paslon lain  kisah klasik debat emang,gubran tonjol nyentil kurang paslon kisah klasik debat emang,Negatif,0.3719765245914459
@oegietobone,Mantap Prabowo-Gibran,mantap prabowogibran,Netral,0.3789580464363098
@aguslife,"Sedih aku tu knp harus Pak Prof Mahfud MD sih rival nya Gibran, 22 nya aku suka gimana dong ini? Udah lah aku golput aja 😢",sedih knp prof mahfud sih rival nya gibran nya suka gimana udah golput aja,Negatif,0.3624555766582489
@dayatte_days6021,IKN FOR GIBRAN ❤,ikn for gibran,Netral,0.3928447365760803
@riasatulummah9164,Bagus semua 🎉🎉🎉,bagus,Netral,0.36606448888778687
@hohoru607,prof Mahfud emang joss soal permasalahan negri ini👍👍👍,prof mahfud emang joss masalah negri,Netral,0.35573288798332214
@gasss9525,🤣🤣🤣🤣🤣,,Netral,1.0
@temonori02,Ternyata,,Netral,1.0
@drajadridwan1997,"Menit <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h46m00s"">1:46:00</a> setelah ngomong KUR ada suara yang bocor",menit href ngomong kur suara bocor,Negatif,0.3846919536590576
@nurfitriatunsolekha1585,Siapapun nnti yg jadi yg penting satu arah penerus pak jokowi krna 10thn blm cukup msh harus dilanjutkan.,nnti arah terus jokowi krna thn blm msh lanjut,Netral,0.41828885674476624
@rianto4885,"kirain cuman ada di game Mobile Legends, di real life jg ada the real Anies menggendong cak imin😂",kirain cuman game mobile legends real life the real anies gendong cak imin,Positif,0.3912290334701538
@almeida872,"Jawaban Gibran sangat masuk akal, Visi n Misi jelas n focus, ✌️👏🏻",gibran masuk akal visi misi focus,Netral,0.38008254766464233
@rianto4885,yang 2 2 aja,aja,Netral,0.4388313591480255
@Av-lala,Ngomong ngalor ngidul. Saya orang awam. Tidak banyak mengerti literasi kata. Tapi kalian mengerti bukan? Jawaban jawaban mana yg nyambung mana yg ga nyambung yg sesuai pertanyaan<br><br>Ikan hiu jaka sembung..,ngomong ngalor ngidul orang awam erti literasi erti nyambung nyambung sesuai pertanyaanbrbrikan hiu jaka sembung,Negatif,0.3608085811138153
@rianto4885,mas gibran jawaban yg paling nyambung ketimbang yg laen,mas gibran nyambung ketimbang laen,Netral,0.39789018034935
@user-vt1jl5zl2l,"​@@rianto4885gk juga, coba simak kembali",coba simak,Positif,0.4272576868534088
@kristovoruskarubim9743,Dari bibit bobotnya udah jelas no 3 <br>Matang sekali,bibit bobot udah brmatang,Netral,0.4198513925075531
@juhandihandi2141,Amin,amin,Negatif,0.35097530484199524
@fajrirahman9169,Banyak kali akun buzer 02 disini 😂,kali akun buzer,Netral,0.3901715576648712
@user-vt1jl5zl2l,real wkwk,real wkwk,Netral,0.4152810275554657
@madagascar999,Panic? 😂,panic,Negatif,0.5775161981582642
@anaknolep4054,Pendukung lu aja yg sepi😂,dukung aja sepi,Netral,0.37610292434692383
@adamswijaya6788,Amin njubras...5 m mau berikan tiap th perdesa...itu uang siap...uang utang itu...1 m aja negara dah bangkrut...GK mendidik kasih bansos...cenderung malas kerja...mengandalkan bantuan.,amin njubras perdesaitu uang siapuang utang aja negara dah bangkrutgk didik kasih bansoscenderung malas kerjamengandalkan bantu,Positif,0.38121581077575684
@user-wm2de5jn9p,Gibran mantab... Cerdas dan muda dipahami perkataan nya,gibran mantab cerdas muda paham kata nya,Positif,0.47056907415390015
@njnahh5241,Yg muda yg bekerja,muda,Negatif,0.4025937020778656
@yaasue1417,ini real ya dari acara resmi . <br><br>Yang komen ga ada dari buzer masing2<br><br>Tau sendiri siapa yang unggul da bakal menang <br><br>😂😂😂,real acara resmi brbryang komen buzer masingbrbrtau unggul menang brbr,Netral,0.3483521640300751
@cacacola7077,"makan siang gratis bener sih. di sekolah yg aku ajar, anak anak ada makan siang dan ngaruh bgt ke perkembangan anak. biasanya anak pada ga suka makan menu tertentu tp setelah ada makan di sekolah jd bisa makan makanan yg bergizi.",makan siang gratis bener sih sekolah ajar anak anak makan siang ngaruh bgt kembang anak anak suka makan menu makan sekolah makan makan gizi,Positif,0.34472620487213135
@mazzinbox6688,Dari dulu ijin banyak yg berbelit Belit.. berarti sampai sekarang masih berbelit Belit ya.. dan besok masih berbelit Belit juga ya😮,ijin belit belit belit belit besok belit belit,Netral,0.38507288694381714
@lashira3188,Anak muda bergandengan tangan saling dukung  ❤ generasi emas,anak muda gandeng tangan dukung generasi emas,Netral,0.39445778727531433
@AripNasution-Art,"BAGAIMANA NEGERI ini bisa Maju, Calon wakil pemimpin saja pakai Orang dalam. CUMA ADA di indo",negeri maju calon wakil pimpin pakai orang indo,Netral,0.45051640272140503
@vanykurniawan4495,Lumajang all in prabowo gibran.. Meledak... Bummah.. Duaaapah..,lumajang all prabowo gibran ledak bummah duaaapah,Positif,0.3667077422142029
@muhammadhusein822,Anies no 1,anies,Negatif,0.3426099419593811
@berkahpamungkas,Yang ga konsisten itu imin apa belimbing sayur udah jelas2 jadi kader pdi ko malah keluar gabung sama gemoy...,konsisten imin belimbing sayur udah kader pdi gabung gemoy,Netral,0.36109891533851624
@mayslamet8711,1😂<br>2❤<br>3😅,brbr,Negatif,0.38840198516845703
@ekapradilaputra3532,Yaaa allah ini debat sekelas Organisasi sekolah. Kacau betul 🤦,yaaa allah debat kelas organisasi sekolah kacau,Netral,0.3975936472415924
@utyamy5924,Kebimbangan ku sudah mendapaka n jwbn...smg Prabowo Gibran yg terpilih Aamiin,bimbang mendapaka jwbnsmg prabowo gibran pilih aamiin,Positif,0.36215972900390625
@dyienaprincessrezy5585,Pak jokowi pasti senyum2 liatnya...bangga punya anak sprti gibran g salah beliau lulusan terbaik.......,jokowi senyum liatnyabangga anak sprti gibran salah beliau lulus baik,Netral,0.4404016137123108
@erwinushil7639,kali ini 100% saya pilih Prabowo-Gibran,kali pilih prabowogibran,Positif,0.3408411145210266
@WonderfulHummingbird-ud1yi,ngomong apa sih cak imin 🤐🤐🤐,ngomong sih cak imin,Netral,0.36357420682907104
@EKASETIABUDI-xk6cx,No 1 hafalan😂,hafal,Negatif,0.36362987756729126
@dittabrianna3528,Gibran go go go,gibran,Netral,0.36042821407318115
@inspirasihijrah452,No banteng,banteng,Positif,0.34540948271751404
@soegengaditjandra8184,"Dibilang suruh tenang nanti ada waktunya yel yel, sorak sorai dan tepuk tangan tapi maaassiiihhh ajaa berisik. Pendukung siapa kaliii",bilang suruh tenang yel yel sorak sorai tepuk tangan maaassiiihhh ajaa berisik dukung kaliii,Netral,0.3855537474155426
@hendywicaksono1866,"Pada sadar ga, moderator berbicara cukup pakai clip on, gus imin prof mahfud cukup pakai clip on. Kenapa gibran pakai mic tangan juga ya? Apakah clip on gibran tidak berfungsi?",sadar moderator bicara pakai clip gus imin prof mahfud pakai clip gibran pakai mic tangan clip gibran fungsi,Netral,0.35018935799598694
@waduuu6404,"5m per desa,bbm gratis🌚",desabbm gratis,Negatif,0.38058164715766907
@mitasafitri662,Jokowi pindah ke diri Gibran ❤,jokowi pindah gibran,Positif,0.3899819552898407
